Time,CO2 (ppm)
527,3672.599792
527.1,3605.84259
527.2,3605.84259
527.3,3605.84259
527.4,3605.84259
527.5,3611.946106
527.6,3681.564331
527.7,3678.512573
527.8,3678.512573
527.9,3678.512573
528,3684.616089
528.1,3608.894348
528.2,3614.807129
528.3,3602.790833
528.4,3620.910645
528.5,3599.739075
528.6,3681.564331
528.7,3678.512573
528.8,3681.564331
528.9,3687.667847
529,3684.616089
529.1,3627.01416
529.2,3614.807129
529.3,3605.84259
529.4,3614.807129
529.5,3614.807129
529.6,3693.771362
529.7,3693.771362
529.8,3693.771362
529.9,3693.771362
530,3687.667847
530.1,3623.962402
530.2,3623.962402
530.3,3614.807129
530.4,3620.910645
530.5,3623.962402
530.6,3705.978394
530.7,3690.719604
530.8,3693.771362
530.9,3696.82312
531,3696.82312
531.1,3617.858887
531.2,3617.858887
531.3,3623.962402
531.4,3633.117676
531.5,3623.962402
531.6,3702.926636
531.7,3696.82312
531.8,3693.771362
531.9,3693.771362
532,3690.719604
532.1,3627.01416
532.2,3627.01416
532.3,3627.01416
532.4,3633.117676
532.5,3630.065918
532.6,3705.978394
532.7,3690.719604
532.8,3696.82312
532.9,3705.978394
533,3699.874878
533.1,3630.065918
533.2,3633.117676
533.3,3630.065918
533.4,3623.962402
533.5,3630.065918
533.6,3717.99469
533.7,3696.82312
533.8,3702.926636
533.9,3702.926636
534,3705.978394
534.1,3636.169434
534.2,3630.065918
534.3,3630.065918
534.4,3623.962402
534.5,3636.169434
534.6,3709.030151
534.7,3702.926636
534.8,3702.926636
534.9,3705.978394
535,3702.926636
535.1,3633.117676
535.2,3639.221191
535.3,3630.065918
535.4,3636.169434
535.5,3636.169434
535.6,3717.99469
535.7,3714.942932
535.8,3702.926636
535.9,3711.891174
536,3717.99469
536.1,3639.221191
536.2,3645.324707
536.3,3645.324707
536.4,3630.065918
536.5,3639.221191
536.6,3709.030151
536.7,3705.978394
536.8,3702.926636
536.9,3702.926636
537,3709.030151
537.1,3645.324707
537.2,3639.221191
537.3,3639.221191
537.4,3639.221191
537.5,3645.324707
537.6,3711.891174
537.7,3724.098206
537.8,3711.891174
537.9,3721.046448
538,3717.99469
538.1,3645.324707
538.2,3654.289246
538.3,3642.272949
538.4,3648.18573
538.5,3651.237488
538.6,3724.098206
538.7,3714.942932
538.8,3714.942932
538.9,3736.305237
539,3727.149963
539.1,3657.341003
539.2,3654.289246
539.3,3648.18573
539.4,3651.237488
539.5,3648.18573
539.6,3730.201721
539.7,3714.942932
539.8,3727.149963
539.9,3727.149963
540,3730.201721
540.1,3657.341003
540.2,3651.237488
540.3,3660.392761
540.4,3657.341003
540.5,3651.237488
540.6,3742.408752
540.7,3724.098206
540.8,3727.149963
540.9,3730.201721
541,3724.098206
541.1,3669.548035
541.2,3654.289246
541.3,3657.341003
541.4,3651.237488
541.5,3663.444519
541.6,3742.408752
541.7,3742.408752
541.8,3724.098206
541.9,3730.201721
542,3727.149963
542.1,3666.496277
542.2,3669.548035
542.3,3660.392761
542.4,3666.496277
542.5,3669.548035
542.6,3736.305237
542.7,3745.269775
542.8,3748.321533
542.9,3742.408752
543,3739.356995
543.1,3663.444519
543.2,3663.444519
543.3,3663.444519
543.4,3666.496277
543.5,3660.392761
543.6,3742.408752
543.7,3733.253479
543.8,3733.253479
543.9,3736.305237
544,3742.408752
544.1,3681.564331
544.2,3675.65155
544.3,3666.496277
544.4,3669.548035
544.5,3672.599792
544.6,3754.425049
544.7,3748.321533
544.8,3745.269775
544.9,3739.356995
545,3739.356995
545.1,3672.599792
545.2,3672.599792
545.3,3666.496277
545.4,3672.599792
545.5,3669.548035
545.6,3745.269775
545.7,3751.373291
545.8,3742.408752
545.9,3745.269775
546,3742.408752
546.1,3681.564331
546.2,3678.512573
546.3,3681.564331
546.4,3678.512573
546.5,3681.564331
546.6,3754.425049
546.7,3748.321533
546.8,3751.373291
546.9,3751.373291
547,3754.425049
547.1,3687.667847
547.2,3681.564331
547.3,3681.564331
547.4,3678.512573
547.5,3681.564331
547.6,3754.425049
547.7,3748.321533
547.8,3745.269775
547.9,3748.321533
548,3760.528564
548.1,3678.512573
548.2,3687.667847
548.3,3684.616089
548.4,3678.512573
548.5,3678.512573
548.6,3751.373291
548.7,3751.373291
548.8,3757.476807
548.9,3757.476807
549,3757.476807
549.1,3690.719604
549.2,3690.719604
549.3,3687.667847
549.4,3681.564331
549.5,3693.771362
549.6,3766.63208
549.7,3766.63208
549.8,3754.425049
549.9,3760.528564
550,3751.373291
550.1,3684.616089
550.2,3693.771362
550.3,3690.719604
550.4,3693.771362
550.5,3693.771362
550.6,3766.63208
550.7,3766.63208
550.8,3772.735596
550.9,3769.683838
551,3763.580322
551.1,3702.926636
551.2,3699.874878
551.3,3709.030151
551.4,3696.82312
551.5,3696.82312
551.6,3784.751892
551.7,3778.648376
551.8,3775.596619
551.9,3784.751892
552,3781.700134
552.1,3705.978394
552.2,3711.891174
552.3,3702.926636
552.4,3711.891174
552.5,3702.926636
552.6,3778.648376
552.7,3784.751892
552.8,3790.855408
552.9,3772.735596
553,3775.596619
553.1,3717.99469
553.2,3702.926636
553.3,3705.978394
553.4,3709.030151
553.5,3705.978394
553.6,3790.855408
553.7,3778.648376
553.8,3781.700134
553.9,3784.751892
554,3790.855408
554.1,3709.030151
554.2,3717.99469
554.3,3714.942932
554.4,3721.046448
554.5,3711.891174
554.6,3793.907166
554.7,3787.80365
554.8,3790.855408
554.9,3790.855408
555,3784.751892
555.1,3714.942932
555.2,3721.046448
555.3,3709.030151
555.4,3714.942932
555.5,3711.891174
555.6,3790.855408
555.7,3790.855408
555.8,3787.80365
555.9,3790.855408
556,3790.855408
556.1,3736.305237
556.2,3742.408752
556.3,3724.098206
556.4,3721.046448
556.5,3721.046448
556.6,3800.010681
556.7,3793.907166
556.8,3803.062439
556.9,3796.958923
557,3803.062439
557.1,3717.99469
557.2,3727.149963
557.3,3730.201721
557.4,3727.149963
557.5,3730.201721
557.6,3796.958923
557.7,3787.80365
557.8,3800.010681
557.9,3800.010681
558,3803.062439
558.1,3733.253479
558.2,3736.305237
558.3,3742.408752
558.4,3736.305237
558.5,3742.408752
558.6,3800.010681
558.7,3796.958923
558.8,3800.010681
558.9,3806.114197
559,3721.046448
559.1,3739.356995
559.2,3739.356995
559.3,3748.321533
559.4,3736.305237
559.5,3957.748413
559.6,3808.97522
559.7,3818.130493
559.8,3815.078735
559.9,3808.97522
560,3721.046448
560.1,3748.321533
560.2,3742.408752
560.3,3745.269775
560.4,3739.356995
560.5,3954.696655
560.6,3815.078735
560.7,3803.062439
560.8,3812.026978
560.9,3808.97522
561,3730.201721
561.1,3745.269775
561.2,3754.425049
561.3,3742.408752
561.4,3745.269775
561.5,3954.696655
561.6,3824.234009
561.7,3827.285767
561.8,3821.182251
561.9,3815.078735
562,3733.253479
562.1,3751.373291
562.2,3757.476807
562.3,3760.528564
562.4,3754.425049
562.5,3960.800171
562.6,3824.234009
562.7,3821.182251
562.8,3821.182251
562.9,3827.285767
563,3739.356995
563.1,3760.528564
563.2,3748.321533
563.3,3754.425049
563.4,3760.528564
563.5,3957.748413
563.6,3824.234009
563.7,3821.182251
563.8,3827.285767
563.9,3827.285767
564,3739.356995
564.1,3757.476807
564.2,3754.425049
564.3,3766.63208
564.4,3766.63208
564.5,3939.437866
564.6,3833.389282
564.7,3833.389282
564.8,3833.389282
564.9,3836.44104
565,3745.269775
565.1,3769.683838
565.2,3766.63208
565.3,3778.648376
565.4,3766.63208
565.5,3939.437866
565.6,3836.44104
565.7,3833.389282
565.8,3842.353821
565.9,3842.353821
566,3751.373291
566.1,3763.580322
566.2,3766.63208
566.3,3760.528564
566.4,3763.580322
566.5,3912.162781
566.6,3842.353821
566.7,3839.492798
566.8,3839.492798
566.9,3836.44104
567,3751.373291
567.1,3769.683838
567.2,3778.648376
567.3,3766.63208
567.4,3763.580322
567.5,3903.198242
567.6,3842.353821
567.7,3845.405579
567.8,3842.353821
567.9,3842.353821
568,3766.63208
568.1,3763.580322
568.2,3766.63208
568.3,3772.735596
568.4,3769.683838
568.5,3906.059265
568.6,3845.405579
568.7,3839.492798
568.8,3851.509094
568.9,3842.353821
569,3778.648376
569.1,3778.648376
569.2,3778.648376
569.3,3778.648376
569.4,3778.648376
569.5,3900.146484
569.6,3848.457336
569.7,3836.44104
569.8,3851.509094
569.9,3851.509094
570,3784.751892
570.1,3790.855408
570.2,3787.80365
570.3,3778.648376
570.4,3778.648376
570.5,3912.162781
570.6,3863.716125
570.7,3860.664368
570.8,3860.664368
570.9,3866.767883
571,3787.80365
571.1,3793.907166
571.2,3793.907166
571.3,3787.80365
571.4,3790.855408
571.5,3912.162781
571.6,3860.664368
571.7,3860.664368
571.8,3860.664368
571.9,3857.61261
572,3793.907166
572.1,3803.062439
572.2,3796.958923
572.3,3790.855408
572.4,3793.907166
572.5,3897.094727
572.6,3860.664368
572.7,3860.664368
572.8,3860.664368
572.9,3872.680664
573,3800.010681
573.1,3787.80365
573.2,3793.907166
573.3,3790.855408
573.4,3800.010681
573.5,3912.162781
573.6,3872.680664
573.7,3863.716125
573.8,3869.819641
573.9,3875.732422
574,3808.97522
574.1,3803.062439
574.2,3793.907166
574.3,3800.010681
574.4,3800.010681
574.5,3900.146484
574.6,3872.680664
574.7,3872.680664
574.8,3866.767883
574.9,3872.680664
575,3808.97522
575.1,3803.062439
575.2,3808.97522
575.3,3806.114197
575.4,3796.958923
575.5,3903.198242
575.6,3869.819641
575.7,3875.732422
575.8,3875.732422
575.9,3869.819641
576,3800.010681
576.1,3800.010681
576.2,3800.010681
576.3,3803.062439
576.4,3800.010681
576.5,3897.094727
576.6,3881.835938
576.7,3887.939453
576.8,3878.78418
576.9,3887.939453
577,3803.062439
577.1,3815.078735
577.2,3815.078735
577.3,3815.078735
577.4,3815.078735
577.5,3900.146484
577.6,3878.78418
577.7,3887.939453
577.8,3881.835938
577.9,3887.939453
578,3815.078735
578.1,3818.130493
578.2,3818.130493
578.3,3808.97522
578.4,3818.130493
578.5,3909.111023
578.6,3890.991211
578.7,3894.042969
578.8,3881.835938
578.9,3900.146484
579,3821.182251
579.1,3818.130493
579.2,3821.182251
579.3,3827.285767
579.4,3821.182251
579.5,3918.266296
579.6,3900.146484
579.7,3894.042969
579.8,3890.991211
579.9,3887.939453
580,3830.337524
580.1,3839.492798
580.2,3830.337524
580.3,3824.234009
580.4,3827.285767
580.5,3924.369812
580.6,3900.146484
580.7,3912.162781
580.8,3906.059265
580.9,3900.146484
581,3833.389282
581.1,3836.44104
581.2,3842.353821
581.3,3830.337524
581.4,3830.337524
581.5,3942.489624
581.6,3912.162781
581.7,3912.162781
581.8,3912.162781
581.9,3912.162781
582,3848.457336
582.1,3851.509094
582.2,3851.509094
582.3,3848.457336
582.4,3845.405579
582.5,3942.489624
582.6,3936.576843
582.7,3915.214539
582.8,3921.318054
582.9,3915.214539
583,3848.457336
583.1,3842.353821
583.2,3848.457336
583.3,3857.61261
583.4,3845.405579
583.5,3945.541382
583.6,3921.318054
583.7,3936.576843
583.8,3918.266296
583.9,3924.369812
584,3848.457336
584.1,3848.457336
584.2,3848.457336
584.3,3857.61261
584.4,3857.61261
584.5,3933.525085
584.6,3918.266296
584.7,3936.576843
584.8,3936.576843
584.9,3921.318054
585,3848.457336
585.1,3851.509094
585.2,3848.457336
585.3,3857.61261
585.4,3851.509094
585.5,3930.473328
585.6,3936.576843
585.7,3921.318054
585.8,3936.576843
585.9,3939.437866
586,3857.61261
586.1,3863.716125
586.2,3854.560852
586.3,3857.61261
586.4,3851.509094
586.5,3942.489624
586.6,3939.437866
586.7,3948.59314
586.8,3948.59314
586.9,3924.369812
587,3860.664368
587.1,3854.560852
587.2,3863.716125
587.3,3854.560852
587.4,3854.560852
587.5,3948.59314
587.6,3930.473328
587.7,3942.489624
587.8,3942.489624
587.9,3945.541382
588,3869.819641
588.1,3866.767883
588.2,3869.819641
588.3,3866.767883
588.4,3872.680664
588.5,3960.800171
588.6,3945.541382
588.7,3948.59314
588.8,3948.59314
588.9,3951.644897
589,3872.680664
589.1,3872.680664
589.2,3863.716125
589.3,3875.732422
589.4,3869.819641
589.5,3957.748413
589.6,3945.541382
589.7,3948.59314
589.8,3954.696655
589.9,3954.696655
590,3869.819641
590.1,3869.819641
590.2,3881.835938
590.3,3875.732422
590.4,3878.78418
590.5,3957.748413
590.6,3951.644897
590.7,3957.748413
590.8,3960.800171
590.9,3960.800171
591,3875.732422
591.1,3884.887695
591.2,3887.939453
591.3,3887.939453
591.4,3881.835938
591.5,3966.903687
591.6,3963.851929
591.7,3963.851929
591.8,3963.851929
591.9,3972.816467
592,3890.991211
592.1,3890.991211
592.2,3890.991211
592.3,3894.042969
592.4,3894.042969
592.5,3985.023499
592.6,3985.023499
592.7,3969.764709
592.8,3972.816467
592.9,3985.023499
593,3897.094727
593.1,3884.887695
593.2,3900.146484
593.3,3884.887695
593.4,3884.887695
593.5,3988.075256
593.6,3972.816467
593.7,3972.816467
593.8,3972.816467
593.9,3978.919983
594,3909.111023
594.1,3909.111023
594.2,3906.059265
594.3,3912.162781
594.4,3900.146484
594.5,3994.178772
594.6,3981.971741
594.7,3991.127014
594.8,3981.971741
594.9,3994.178772
595,3912.162781
595.1,3906.059265
595.2,3906.059265
595.3,3912.162781
595.4,3906.059265
595.5,3997.23053
595.6,3988.075256
595.7,3994.178772
595.8,3988.075256
595.9,3988.075256
596,3909.111023
596.1,3924.369812
596.2,3903.198242
596.3,3903.198242
596.4,3912.162781
596.5,3997.23053
596.6,3994.178772
596.7,3994.178772
596.8,3994.178772
596.9,3981.971741
597,3909.111023
597.1,3915.214539
597.2,3915.214539
597.3,3918.266296
597.4,3915.214539
597.5,4003.143311
597.6,4000.282288
597.7,3988.075256
597.8,3994.178772
597.9,3994.178772
598,3945.541382
598.1,3921.318054
598.2,3918.266296
598.3,3936.576843
598.4,3921.318054
598.5,4009.246826
598.6,4000.282288
598.7,4006.195068
598.8,4009.246826
598.9,4006.195068
599,3936.576843
599.1,3936.576843
599.2,3936.576843
599.3,3936.576843
599.4,3921.318054
599.5,4003.143311
599.6,4009.246826
599.7,4006.195068
599.8,4009.246826
599.9,4003.143311
600,3924.369812
600.1,3936.576843
600.2,3921.318054
600.3,3927.42157
600.4,3927.42157
600.5,4009.246826
600.6,4003.143311
600.7,4000.282288
600.8,3997.23053
600.9,4009.246826
601,3939.437866
601.1,3921.318054
601.2,3921.318054
601.3,3921.318054
601.4,3921.318054
601.5,4009.246826
601.6,4009.246826
601.7,4015.350342
601.8,4003.143311
601.9,4009.246826
602,3945.541382
602.1,3933.525085
602.2,3948.59314
602.3,3945.541382
602.4,3951.644897
602.5,4021.453857
602.6,4012.298584
602.7,4018.4021
602.8,4012.298584
602.9,4012.298584
603,3951.644897
603.1,3954.696655
603.2,3945.541382
603.3,3945.541382
603.4,3948.59314
603.5,4033.660889
603.6,4018.4021
603.7,4015.350342
603.8,4021.453857
603.9,4018.4021
604,3951.644897
604.1,3963.851929
604.2,3954.696655
604.3,3948.59314
604.4,3957.748413
604.5,4027.557373
604.6,4033.660889
604.7,4033.660889
604.8,4027.557373
604.9,4021.453857
605,3954.696655
605.1,3960.800171
605.2,3957.748413
605.3,3954.696655
605.4,3954.696655
605.5,4033.660889
605.6,4021.453857
605.7,4024.505615
605.8,4033.660889
605.9,4030.609131
606,3957.748413
606.1,3957.748413
606.2,3957.748413
606.3,3966.903687
606.4,3957.748413
606.5,4036.521912
606.6,4039.573669
606.7,4030.609131
606.8,4030.609131
606.9,4033.660889
607,3975.868225
607.1,3969.764709
607.2,3963.851929
607.3,3969.764709
607.4,3972.816467
607.5,4039.573669
607.6,4030.609131
607.7,4030.609131
607.8,4033.660889
607.9,4039.573669
608,3985.023499
608.1,3975.868225
608.2,3978.919983
608.3,3985.023499
608.4,3985.023499
608.5,4054.832458
608.6,4045.677185
608.7,4054.832458
608.8,4045.677185
608.9,4042.625427
609,3978.919983
609.1,3981.971741
609.2,3981.971741
609.3,3981.971741
609.4,3988.075256
609.5,4054.832458
609.6,4057.884216
609.7,4057.884216
609.8,4054.832458
609.9,4054.832458
610,3985.023499
610.1,3981.971741
610.2,3978.919983
610.3,3985.023499
610.4,3985.023499
610.5,4057.884216
610.6,4051.780701
610.7,4057.884216
610.8,4054.832458
610.9,4060.935974
611,3985.023499
611.1,4000.282288
611.2,3994.178772
611.3,3981.971741
611.4,3997.23053
611.5,4066.848755
611.6,4069.900513
611.7,4060.935974
611.8,4066.848755
611.9,4060.935974
612,3997.23053
612.1,4006.195068
612.2,3994.178772
612.3,3994.178772
612.4,3997.23053
612.5,4076.004028
612.6,4076.004028
612.7,4069.900513
612.8,4072.952271
612.9,4066.848755
613,4006.195068
613.1,4006.195068
613.2,4009.246826
613.3,4000.282288
613.4,4003.143311
613.5,4076.004028
613.6,4085.159302
613.7,4079.055786
613.8,4076.004028
613.9,4076.004028
614,4012.298584
614.1,4021.453857
614.2,4018.4021
614.3,4012.298584
614.4,4015.350342
614.5,4091.262817
614.6,4094.314575
614.7,4085.159302
614.8,4094.314575
614.9,4088.21106
615,4009.246826
615.1,4012.298584
615.2,4012.298584
615.3,4015.350342
615.4,4012.298584
615.5,4085.159302
615.6,4091.262817
615.7,4100.227356
615.8,4085.159302
615.9,4085.159302
616,4015.350342
616.1,4012.298584
616.2,4027.557373
616.3,4018.4021
616.4,4018.4021
616.5,4085.159302
616.6,4085.159302
616.7,4082.107544
616.8,4088.21106
616.9,4082.107544
617,4018.4021
617.1,4021.453857
617.2,4033.660889
617.3,4021.453857
617.4,4018.4021
617.5,4091.262817
617.6,4097.366333
617.7,4100.227356
617.8,4097.366333
617.9,4088.21106
618,4018.4021
618.1,4024.505615
618.2,4018.4021
618.3,4021.453857
618.4,4027.557373
618.5,4094.314575
618.6,4100.227356
618.7,4094.314575
618.8,4100.227356
618.9,4091.262817
619,4030.609131
619.1,4030.609131
619.2,4024.505615
619.3,4033.660889
619.4,4021.453857
619.5,4094.314575
619.6,4106.330872
619.7,4097.366333
619.8,4106.330872
619.9,4106.330872
620,4033.660889
620.1,4030.609131
620.2,4030.609131
620.3,4030.609131
620.4,4039.573669
620.5,4112.434387
620.6,4109.382629
620.7,4106.330872
620.8,4109.382629
620.9,4106.330872
621,4039.573669
621.1,4030.609131
621.2,4051.780701
621.3,4030.609131
621.4,4036.521912
621.5,4103.279114
621.6,4109.382629
621.7,4118.537903
621.8,4118.537903
621.9,4115.486145
622,4051.780701
622.1,4045.677185
622.2,4042.625427
622.3,4030.609131
622.4,4042.625427
622.5,4115.486145
622.6,4118.537903
622.7,4112.434387
622.8,4124.641418
622.9,4115.486145
623,4042.625427
623.1,4045.677185
623.2,4042.625427
623.3,4051.780701
623.4,4051.780701
623.5,4118.537903
623.6,4127.693176
623.7,4115.486145
623.8,4124.641418
623.9,4036.521912
624,4051.780701
624.1,4042.625427
624.2,4045.677185
624.3,4057.884216
624.4,4242.897034
624.5,4130.744934
624.6,4127.693176
624.7,4130.744934
624.8,4124.641418
624.9,4030.609131
625,4057.884216
625.1,4051.780701
625.2,4057.884216
625.3,4048.728943
625.4,4261.016846
625.5,4124.641418
625.6,4124.641418
625.7,4127.693176
625.8,4127.693176
625.9,4036.521912
626,4054.832458
626.1,4063.987732
626.2,4054.832458
626.3,4057.884216
626.4,4255.104065
626.5,4127.693176
626.6,4133.605957
626.7,4127.693176
626.8,4130.744934
626.9,4042.625427
627,4057.884216
627.1,4072.952271
627.2,4057.884216
627.3,4060.935974
627.4,4273.223877
627.5,4136.657715
627.6,4133.605957
627.7,4142.76123
627.8,4139.709473
627.9,4057.884216
628,4066.848755
628.1,4060.935974
628.2,4057.884216
628.3,4069.900513
628.4,4264.068604
628.5,4133.605957
628.6,4139.709473
628.7,4142.76123
628.8,4133.605957
628.9,4057.884216
629,4069.900513
629.1,4069.900513
629.2,4076.004028
629.3,4069.900513
629.4,4242.897034
629.5,4139.709473
629.6,4139.709473
629.7,4142.76123
629.8,4133.605957
629.9,4054.832458
630,4079.055786
630.1,4072.952271
630.2,4072.952271
630.3,4069.900513
630.4,4233.74176
630.5,4154.968262
630.6,4139.709473
630.7,4151.916504
630.8,4154.968262
630.9,4066.848755
631,4069.900513
631.1,4079.055786
631.2,4072.952271
631.3,4069.900513
631.4,4221.725464
631.5,4145.812988
631.6,4148.864746
631.7,4142.76123
631.8,4151.916504
631.9,4063.987732
632,4082.107544
632.1,4082.107544
632.2,4076.004028
632.3,4072.952271
632.4,4218.673706
632.5,4154.968262
632.6,4161.071777
632.7,4151.916504
632.8,4151.916504
632.9,4088.21106
633,4079.055786
633.1,4082.107544
633.2,4085.159302
633.3,4085.159302
633.4,4212.57019
633.5,4151.916504
633.6,4158.02002
633.7,4151.916504
633.8,4151.916504
633.9,4091.262817
634,4091.262817
634.1,4094.314575
634.2,4091.262817
634.3,4082.107544
634.4,4206.466675
634.5,4161.071777
634.6,4154.968262
634.7,4166.984558
634.8,4154.968262
634.9,4085.159302
635,4088.21106
635.1,4094.314575
635.2,4094.314575
635.3,4100.227356
635.4,4209.518433
635.5,4163.9328
635.6,4161.071777
635.7,4161.071777
635.8,4163.9328
635.9,4100.227356
636,4100.227356
636.1,4109.382629
636.2,4100.227356
636.3,4094.314575
636.4,4221.725464
636.5,4185.295105
636.6,4176.139832
636.7,4179.191589
636.8,4179.191589
636.9,4103.279114
637,4103.279114
637.1,4118.537903
637.2,4103.279114
637.3,4106.330872
637.4,4218.673706
637.5,4179.191589
637.6,4188.346863
637.7,4191.398621
637.8,4179.191589
637.9,4112.434387
638,4121.589661
638.1,4130.744934
638.2,4115.486145
638.3,4130.744934
638.4,4227.828979
638.5,4185.295105
638.6,4197.311401
638.7,4182.243347
638.8,4188.346863
638.9,4130.744934
639,4130.744934
639.1,4115.486145
639.2,4115.486145
639.3,4124.641418
639.4,4227.828979
639.5,4188.346863
639.6,4188.346863
639.7,4191.398621
639.8,4188.346863
639.9,4112.434387
640,4124.641418
640.1,4127.693176
640.2,4124.641418
640.3,4115.486145
640.4,4212.57019
640.5,4188.346863
640.6,4185.295105
640.7,4191.398621
640.8,4188.346863
640.9,4115.486145
641,4118.537903
641.1,4118.537903
641.2,4115.486145
641.3,4118.537903
641.4,4215.621948
641.5,4197.311401
641.6,4194.450378
641.7,4188.346863
641.8,4188.346863
641.9,4130.744934
642,4133.605957
642.1,4136.657715
642.2,4127.693176
642.3,4136.657715
642.4,4221.725464
642.5,4200.363159
642.6,4206.466675
642.7,4206.466675
642.8,4203.414917
642.9,4127.693176
643,4127.693176
643.1,4136.657715
643.2,4139.709473
643.3,4139.709473
643.4,4227.828979
643.5,4200.363159
643.6,4206.466675
643.7,4206.466675
643.8,4203.414917
643.9,4145.812988
644,4139.709473
644.1,4142.76123
644.2,4127.693176
644.3,4127.693176
644.4,4236.793518
644.5,4209.518433
644.6,4203.414917
644.7,4215.621948
644.8,4212.57019
644.9,4133.605957
645,4139.709473
645.1,4139.709473
645.2,4136.657715
645.3,4142.76123
645.4,4230.690002
645.5,4206.466675
645.6,4215.621948
645.7,4206.466675
645.8,4212.57019
645.9,4136.657715
646,4139.709473
646.1,4139.709473
646.2,4145.812988
646.3,4142.76123
646.4,4227.828979
646.5,4218.673706
646.6,4221.725464
646.7,4212.57019
646.8,4215.621948
646.9,4151.916504
647,4142.76123
647.1,4145.812988
647.2,4154.968262
647.3,4151.916504
647.4,4239.845276
647.5,4215.621948
647.6,4227.828979
647.7,4215.621948
647.8,4218.673706
647.9,4142.76123
648,4148.864746
648.1,4154.968262
648.2,4154.968262
648.3,4151.916504
648.4,4233.74176
648.5,4218.673706
648.6,4224.777222
648.7,4227.828979
648.8,4218.673706
648.9,4173.088074
649,4170.036316
649.1,4158.02002
649.2,4158.02002
649.3,4158.02002
649.4,4249.000549
649.5,4239.845276
649.6,4227.828979
649.7,4224.777222
649.8,4236.793518
649.9,4163.9328
650,4158.02002
650.1,4166.984558
650.2,4170.036316
650.3,4166.984558
650.4,4255.104065
650.5,4230.690002
650.6,4233.74176
650.7,4236.793518
650.8,4233.74176
650.9,4163.9328
651,4170.036316
651.1,4161.071777
651.2,4166.984558
651.3,4166.984558
651.4,4249.000549
651.5,4236.793518
651.6,4236.793518
651.7,4239.845276
651.8,4245.948792
651.9,4179.191589
652,4163.9328
652.1,4161.071777
652.2,4173.088074
652.3,4179.191589
652.4,4252.052307
652.5,4239.845276
652.6,4236.793518
652.7,4236.793518
652.8,4239.845276
652.9,4173.088074
653,4170.036316
653.1,4170.036316
653.2,4170.036316
653.3,4173.088074
653.4,4264.068604
653.5,4245.948792
653.6,4245.948792
653.7,4249.000549
653.8,4239.845276
653.9,4179.191589
654,4173.088074
654.1,4179.191589
654.2,4179.191589
654.3,4173.088074
654.4,4264.068604
654.5,4252.052307
654.6,4252.052307
654.7,4252.052307
654.8,4252.052307
654.9,4176.139832
655,4182.243347
655.1,4188.346863
655.2,4173.088074
655.3,4179.191589
655.4,4264.068604
655.5,4249.000549
655.6,4255.104065
655.7,4258.155823
655.8,4252.052307
655.9,4191.398621
656,4176.139832
656.1,4188.346863
656.2,4173.088074
656.3,4176.139832
656.4,4255.104065
656.5,4249.000549
656.6,4258.155823
656.7,4249.000549
656.8,4252.052307
656.9,4182.243347
657,4188.346863
657.1,4179.191589
657.2,4176.139832
657.3,4182.243347
657.4,4264.068604
657.5,4258.155823
657.6,4255.104065
657.7,4261.016846
657.8,4258.155823
657.9,4188.346863
658,4182.243347
658.1,4191.398621
658.2,4182.243347
658.3,4188.346863
658.4,4264.068604
658.5,4258.155823
658.6,4264.068604
658.7,4255.104065
658.8,4261.016846
658.9,4191.398621
659,4197.311401
659.1,4194.450378
659.2,4191.398621
659.3,4191.398621
659.4,4273.223877
659.5,4270.172119
659.6,4264.068604
659.7,4276.275635
659.8,4267.120361
659.9,4200.363159
660,4203.414917
660.1,4197.311401
660.2,4200.363159
660.3,4203.414917
660.4,4279.327393
660.5,4276.275635
660.6,4264.068604
660.7,4276.275635
660.8,4276.275635
660.9,4203.414917
661,4197.311401
661.1,4206.466675
661.2,4203.414917
661.3,4197.311401
661.4,4273.223877
661.5,4264.068604
661.6,4276.275635
661.7,4270.172119
661.8,4276.275635
661.9,4215.621948
662,4209.518433
662.1,4206.466675
662.2,4206.466675
662.3,4206.466675
662.4,4294.395447
662.5,4276.275635
662.6,4279.327393
662.7,4285.430908
662.8,4279.327393
662.9,4218.673706
663,4206.466675
663.1,4227.828979
663.2,4215.621948
663.3,4218.673706
663.4,4288.482666
663.5,4285.430908
663.6,4294.395447
663.7,4285.430908
663.8,4288.482666
663.9,4227.828979
664,4209.518433
664.1,4215.621948
664.2,4221.725464
664.3,4218.673706
664.4,4288.482666
664.5,4288.482666
664.6,4285.430908
664.7,4288.482666
664.8,4294.395447
664.9,4218.673706
665,4212.57019
665.1,4212.57019
665.2,4215.621948
665.3,4227.828979
665.4,4291.534424
665.5,4288.482666
665.6,4294.395447
665.7,4294.395447
665.8,4285.430908
665.9,4227.828979
666,4227.828979
666.1,4227.828979
666.2,4224.777222
666.3,4224.777222
666.4,4297.447205
666.5,4297.447205
666.6,4303.55072
666.7,4297.447205
666.8,4297.447205
666.9,4233.74176
667,4230.690002
667.1,4230.690002
667.2,4233.74176
667.3,4230.690002
667.4,4309.654236
667.5,4297.447205
667.6,4300.498962
667.7,4306.602478
667.8,4297.447205
667.9,4236.793518
668,4239.845276
668.1,4239.845276
668.2,4239.845276
668.3,4236.793518
668.4,4309.654236
668.5,4303.55072
668.6,4309.654236
668.7,4306.602478
668.8,4309.654236
668.9,4245.948792
669,4245.948792
669.1,4236.793518
669.2,4245.948792
669.3,4242.897034
669.4,4324.913025
669.5,4324.913025
669.6,4309.654236
